CFIHOS unique code,property name,property definition,property data type,property data type length,unit of measure dimension code CFIHOS unique code,unit of measure dimension code,property picklist name CFIHOS unique code,property picklist name,property existence reason description,property synonym name
CFIHOS-40001319,starting designation,The electric motor starting designation according to IEC 60034-12.,Text,40,,,CFIHOS-50000319,starting designation,IOGP JIP33 Alignment,
CFIHOS-40001320,declared locked rotor current tolerance,The accepted tolerance for declared locked rotor current tolerance.,Text,40,,,CFIHOS-50000228,declared locked rotor current tolerance,IOGP JIP33 Alignment,
CFIHOS-40001321,data for protection setting/power modelling requirements,Specify data for protection setting/power modelling requirements.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001322,stainless steel fixing requirement,"Environmental factors that require stainless steel nuts, bolts, washers and any other fixings are to be manufactured from stainless steel.",Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001323,upper limit vibration magnitude,The required vibration grade as defined in IEC 60034-14.,Text,40,,,CFIHOS-50000341,vibration magnitude,IOGP JIP33 Alignment,
CFIHOS-40001324,junction box location,The location of the line conductor junction box in relation to the equipment.,Text,40,,,CFIHOS-50000263,junction box location,IOGP JIP33 Alignment,
CFIHOS-40001325,oversized junction box,Specify if an oversized junction box is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001326,internal bearing clearance,The required internal clearance of the bearing in accordance with ISO 5753-1 .,Text,40,,,CFIHOS-50000261,internal bearing clearance,IOGP JIP33 Alignment,
CFIHOS-40001327,junction box required,Specify if a separate junction box is required for the equipment.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001328,vibration condition monitoring,The requirement for a vibration monitoring connection point.,Text,40,,,CFIHOS-50000301,provisions for vibration monitoring,IOGP JIP33 Alignment,
CFIHOS-40001329,corrosivity category,The atmospheric corrosivity category in accordance with ISO 12944.,Text,40,,,CFIHOS-50000223,corrosivity category,IOGP JIP33 Alignment,
CFIHOS-40001330,surface protection durability category,The surface durability category in accordance with ISO 12944-1.,Text,40,,,CFIHOS-50000325,surface protection durability category,IOGP JIP33 Alignment,
CFIHOS-40001331,paint colour,The colour of the paint of a physical object.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001332,winding temperature detection,The requirement for embedded temperature detectors in the stator windings.,Text,40,,,CFIHOS-50000350,winding temperature detectors,IOGP JIP33 Alignment,
CFIHOS-40001333,explosion protected atmosphere,Specify whether the equipment shall be rated for use in a potentially explosive atmosphere in accordance with IEC 60079.,Boolean,3,,,,,IOGP JIP33 Alignment,
CFIHOS-40001334,provision for internet of things hardware installation,The requirement for Internet of Things (IoT) hardware mounting points.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001335,fine balancing above rated speed requirements,Specify if fine balancing above rated speed is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001336,pulsating torque requirement,Specify if the driven load has pulsation load characteristics is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001337,rated thermal short circuit current,The rated short-time thermal withstand current with respect to 0.2 seconds for which the motor shall be rated.,Text,40,,,CFIHOS-50000306,rated thermal short circuit current,IOGP JIP33 Alignment,
CFIHOS-40001338,stator winding connection,The configuration of stator winding connection.,Text,40,,,CFIHOS-50000321,stator winding connection,IOGP JIP33 Alignment,
CFIHOS-40001339,junction box cable entry type,The type of cable transit details in the junction box.,Text,40,,,CFIHOS-50000213,cable entry type,IOGP JIP33 Alignment,
CFIHOS-40001340,line conductor cable type,"The line conductor cable type (e.g. multi-core cable, multi-cores in parallel, singles in parallel).",Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001341,number of cables,"The number of line conductor cables e.g. for multi-core cable '3 x 50', for singles '3 x 1 x 50', for multi-cores in parallel '2 x 3 x 50', for singles in parallel '6 x 1 x 50'.",Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001342,motor surge protection,Specify if motor surge protection is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001343,portable earth connection point,Specify when the manufacturer is to provide a connection point on each phase and earth for the attachment of a portable earthing device.,Text,40,,,CFIHOS-50000292,portable earth connection point,IOGP JIP33 Alignment,
CFIHOS-40001344,differential protection,Requirement for pre-installed differential protection current transformers to be provided by the supplier.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001345,drive-end bearing insulation,Specify if Drive-end bearing insulation is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001346,coupling insulation,Specify if an insulated coupling is provided.,Text,40,,,CFIHOS-50000225,coupling insulation,IOGP JIP33 Alignment,
CFIHOS-40001347,lubrication information plate,"Specify if a dedicated information plate is to be attached to the motor, stating: bearing type, re-greasing amount, re-greasing intervals and grease product code.",Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001348,cooling water specification,Is a specification which describes the cooling water.,Text,40,,,CFIHOS-50000222,cooling water specification,IOGP JIP33 Alignment,
CFIHOS-40001349,heat exchanger tubing material specification,Is a specification which describes the applicable materials for one or more items.,Text,100,,,CFIHOS-50000250,heat exchanger tubing material specification,IOGP JIP33 Alignment,
CFIHOS-40001350,bearing housing vibration limits,The maximum bearing housing vibration limits in accordance with IEC 60034-14.,Text,40,,,CFIHOS-50000341,vibration magnitude,IOGP JIP33 Alignment,
CFIHOS-40001351,shaft displacement vibration limits,The maximum shaft displacement vibration limits in accordance with IEC 60034-14.,Text,40,,,CFIHOS-50000341,vibration magnitude,IOGP JIP33 Alignment,
CFIHOS-40001352,surface finish,The equipment surface finish requirements.,Text,40,,,CFIHOS-50000324,surface finish,IOGP JIP33 Alignment,
CFIHOS-40001353,bearing temperature detectors,The type of bearing temperature detectors.,Text,40,,,CFIHOS-50000209,bearing temperature detectors,IOGP JIP33 Alignment,
CFIHOS-40001354,on-line winding partial discharge measurement,Specify whether on-line winding partial discharge measurement is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001355,rotor shaft manufacturing method,The rotor shaft manufacturing method.,Text,40,,,CFIHOS-50000310,rotor shaft manufacturing method,IOGP JIP33 Alignment,
CFIHOS-40001356,current transformer location,Specify where differential protection current transformers are to be installed.,Text,80,,,CFIHOS-50000227,current transformer location,IOGP JIP33 Alignment,
CFIHOS-40001357,current transformer construction type,The differential protection current transformer construction type.,Text,40,,,CFIHOS-50000226,current transformer construction type,IOGP JIP33 Alignment,
CFIHOS-40001358,coupling hub fit,The coupling hub fit for which the electric motor shaft shall be designed to accept.,Text,40,,,CFIHOS-50000224,coupling hub fit,IOGP JIP33 Alignment,
CFIHOS-40001359,upper limit allowable vibration on load at rated output,The maximum allowable vibration limit on load at rated output.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001360,temperature detector surge arrestors requirement,Specify if temperature detector surge arrestors are required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001361,explosion protection dust group,The dust group classification of the physical object.,Text,40,,,CFIHOS-50000239,explosion protection dust group,IOGP JIP33 Alignment,
CFIHOS-40001362,impulse voltage insulation class,The motor insulation class as defined in IEC 60034-18-42.,Text,40,,,CFIHOS-50000255,impulse voltage insulation class,IOGP JIP33 Alignment,
CFIHOS-40001363,impulse voltage repetition rate,"The inverse of the average time between two successive impulses of the same polarity, whether unipolar or bipolar in accordance with IEC 60034-18-42.",Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001364,bearing type,The equipment bearing type.,Text,40,,,CFIHOS-50000210,bearing type,IOGP JIP33 Alignment,
CFIHOS-40001365,driven equipment bearing type,The driven equipment bearing type.,Text,40,,,CFIHOS-50000210,bearing type,IOGP JIP33 Alignment,
CFIHOS-40001366,line conductor terminal box type,The line conductor terminal box type.,Text,50,,,CFIHOS-50000264,line conductor terminal box type,IOGP JIP33 Alignment,
CFIHOS-40001367,current transformer ratio,Specify if differential protection current transformer ratio is required.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001368,current transformer class,Specify what differential protection current transformer class is required.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001369,partial discharge sensing element type,The type of partial discharge sensing element.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001370,shock pulse monitoring connection,Specify the site connection type requirement where shock pulse monitoring connection points are to be provided.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001371,maximum cooling water inlet pressure,The type of partial discharge sensing element to be provided.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001372,bearing operating life,The bearing operating life requirement.,Text,40,,,CFIHOS-50000208,bearing operating life,IOGP JIP33 Alignment,
CFIHOS-40001373,vertical mounted motor shaft orientation,The shaft orientation for vertical mounted motor shaft.,Text,40,,,CFIHOS-50000315,shaft orientation,IOGP JIP33 Alignment,
CFIHOS-40001374,non reverse ratchet,Specify if non reverse ratchet is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001375,drip cover requirement,Specify if drip cover is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001376,environmental corrosiveness,The chemicals or corrosives that are present in the location environment.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001377,motor enclosure type,The type of motor enclosure that is required. IEEE 841.,Text,40,,,CFIHOS-50000277,motor enclosure type,IOGP JIP33 Alignment,
CFIHOS-40001378,sealed for life anti-friction bearing requirements,Specify if sealed for life anti-friction bearings are required. Normally only for smaller motors.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001379,"vertical motor compliance to API 610, 7.1","Specify if the vertical motor is required to comply with API 610, 7.1.",Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001380,motor nameplate 'Oil Mist Lubricated',Specify if 'Oil Mist Lubricate' nameplate is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001381,"motor temporary tag 'Oil mist ready, do not run without oil'","Specify if temporary tag identifying 'Oil mist ready, do not run without oil' is required for the motor .",Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001382,non-drive end bearing requirement,Specify if the NDE bearing type to be used for ASD fed motor applications to prevent circulating common mode current is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001383,type of mounting,The type of mounting for the motor.,Text,40,,,CFIHOS-50000335,type of mounting,IOGP JIP33 Alignment,
CFIHOS-40001384,grease specification,Is a specification which describes the grease.,Text,40,,,,,IOGP JIP33 Alignment,
CFIHOS-40001385,motor mounting flange type,Specify the electric motor flange type.,Text,40,,,CFIHOS-50000279,motor mounting flange type,IOGP JIP33 Alignment,
CFIHOS-40001386,motor load type,Specify the electric motor load type.,Text,40,,,CFIHOS-50000278,motor load type,IOGP JIP33 Alignment,
CFIHOS-40001387,adjustable speed drive operation curve requirements,Specify if adjustable speed drive (ASD) operation curve is required.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001388,starting conditions,"The starting condition is with load, no load or partial load.",Text,40,,,CFIHOS-50000318,starting conditions,IOGP JIP33 Alignment,
CFIHOS-40001389,stainless steel hardware required,Specify if stainless steel hardware is required due to environmental conditions.,Text,40,,,CFIHOS-50000308,required or not,IOGP JIP33 Alignment,
CFIHOS-40001390,fan impeller material,Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.,Text,100,,,CFIHOS-50000241,fan impeller material,IOGP JIP33 Alignment,
