equipment class CFIHOS unique code,equipment class name,property CFIHOS unique code,property name,property relevant for equipment indicator,property relevant for model / part indicator,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000732,surge protection,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000521,rated current,Yes,,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000369,switchboard,CFIHOS-40000522,rated frequency,Yes,,CFIHOS-60001443,hertz,CFIHOS-60001443,hertz
CFIHOS-30000369,switchboard,CFIHOS-40000523,rated output power,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000369,switchboard,CFIHOS-40000528,rated voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000740,permissible short-circuit current under arcing conditions (Ip arc),Yes,,CFIHOS-60001448,kiloampere,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000521,rated current,Yes,,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000522,rated frequency,Yes,,CFIHOS-60001443,hertz,CFIHOS-60001443,hertz
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000331,rated short circuit current,Yes,,CFIHOS-60001448,kiloampere,CFIHOS-60001448,kiloampere
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000593,tank,CFIHOS-40000020,bottom plates corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000493,diameter,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000124,floating roof seal type,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000496,height,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000593,tank,CFIHOS-40000176,Inspection authority,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000200,legal registration number,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000239,net tank capacity,Yes,,CFIHOS-60001462,cubic metre,CFIHOS-60001439,cubic foot
CFIHOS-30000593,tank,CFIHOS-40000516,operating weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000593,tank,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000338,roof plates corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000340,sacrificial anodes,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000353,shell material,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000361,shell plates corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000369,shell wall thickness,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000409,tank roof type,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000593,tank,CFIHOS-40000540,wall thickness,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000371,telephone,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000371,telephone,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000332,rated speed,Yes,,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000474,temperature regulator,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000474,temperature regulator,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000371,signal type,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000371,signal type,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000011,ATEX group,Yes,,,,,
