CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number
CFIHOS-95003361,CFIHOS-30000410,current to current converter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003362,CFIHOS-30000410,current to current converter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003363,CFIHOS-30000410,current to current converter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003364,CFIHOS-30000410,current to current converter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003365,CFIHOS-30000410,current to current converter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003366,CFIHOS-30000410,current to current converter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003367,CFIHOS-30000410,current to current converter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003368,CFIHOS-30000410,current to current converter,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,
CFIHOS-95003369,CFIHOS-30000411,current to pressure converter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003370,CFIHOS-30000411,current to pressure converter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003371,CFIHOS-30000411,current to pressure converter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003372,CFIHOS-30000411,current to pressure converter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003373,CFIHOS-30000411,current to pressure converter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003374,CFIHOS-30000411,current to pressure converter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003375,CFIHOS-30000411,current to pressure converter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003376,CFIHOS-30000411,current to pressure converter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003377,CFIHOS-30000412,current to voltage converter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003378,CFIHOS-30000412,current to voltage converter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003379,CFIHOS-30000412,current to voltage converter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003380,CFIHOS-30000412,current to voltage converter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003381,CFIHOS-30000412,current to voltage converter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003382,CFIHOS-30000412,current to voltage converter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003383,CFIHOS-30000412,current to voltage converter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003384,CFIHOS-30000412,current to voltage converter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003385,CFIHOS-30000745,current transformer,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95003386,CFIHOS-30000745,current transformer,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003387,CFIHOS-30000329,current transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003388,CFIHOS-30000329,current transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003389,CFIHOS-30000329,current transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003390,CFIHOS-30000329,current transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003391,CFIHOS-30000329,current transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003392,CFIHOS-30000329,current transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003393,CFIHOS-30000329,current transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003394,CFIHOS-30000639,deluge valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003395,CFIHOS-30000639,deluge valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003396,CFIHOS-30000639,deluge valve,CFIHOS-40000588,seat design type,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003397,CFIHOS-30000639,deluge valve,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003398,CFIHOS-30000639,deluge valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003399,CFIHOS-30000639,deluge valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003400,CFIHOS-30000639,deluge valve,CFIHOS-40000589,stem sealing type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003401,CFIHOS-30000573,demister,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003402,CFIHOS-30000573,demister,CFIHOS-40000519,outside diameter,CFIHOS-90000036,ASME BPVC Section VIII,,,
CFIHOS-95003403,CFIHOS-30000413,density analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003404,CFIHOS-30000413,density analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003405,CFIHOS-30000413,density analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003406,CFIHOS-30000413,density analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003407,CFIHOS-30000413,density analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003408,CFIHOS-30000413,density analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003409,CFIHOS-30000413,density analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003410,CFIHOS-30000413,density analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003411,CFIHOS-30000665,detecting element,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003412,CFIHOS-30000414,dew point analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003413,CFIHOS-30000414,dew point analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003414,CFIHOS-30000414,dew point analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003415,CFIHOS-30000414,dew point analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003416,CFIHOS-30000414,dew point analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003417,CFIHOS-30000414,dew point analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003418,CFIHOS-30000414,dew point analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003419,CFIHOS-30000414,dew point analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003420,CFIHOS-30000029,dew point transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003421,CFIHOS-30000029,dew point transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003422,CFIHOS-30000029,dew point transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003423,CFIHOS-30000029,dew point transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003424,CFIHOS-30000029,dew point transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003425,CFIHOS-30000029,dew point transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003426,CFIHOS-30000029,dew point transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003427,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003428,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003429,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000588,seat design type,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003430,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003431,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000589,stem sealing type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003432,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000596,trim type,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95003433,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000590,valve operator type,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95003434,CFIHOS-30000818,diaphragm valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003435,CFIHOS-30000818,diaphragm valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003436,CFIHOS-30000818,diaphragm valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003437,CFIHOS-30000818,diaphragm valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003438,CFIHOS-30000818,diaphragm valve,CFIHOS-40000590,valve operator type,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95003439,CFIHOS-30000527,diesel engine,CFIHOS-40000643,driven equipment,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003440,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003441,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003442,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003443,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003444,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003445,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003446,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003447,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003448,CFIHOS-30000031,differential pressure flow transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003449,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003450,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003451,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003452,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003453,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003454,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003455,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003456,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003457,CFIHOS-30000416,differential pressure level transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003458,CFIHOS-30000417,differential pressure switch,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003459,CFIHOS-30000417,differential pressure switch,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003460,CFIHOS-30000417,differential pressure switch,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003461,CFIHOS-30000417,differential pressure switch,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003462,CFIHOS-30000417,differential pressure switch,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003463,CFIHOS-30000417,differential pressure switch,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003464,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003465,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003466,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003467,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003468,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003469,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003470,CFIHOS-30000418,differential pressure transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003471,CFIHOS-30000819,direct current generator,CFIHOS-40000098,bearing lubrication,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003472,CFIHOS-30000820,direct current motor,CFIHOS-40000643,driven equipment,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003473,CFIHOS-30000820,direct current motor,CFIHOS-40000659,temperature rise class,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003474,CFIHOS-30000820,direct current motor,CFIHOS-40000177,thermal insulation class,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003475,CFIHOS-30000820,direct current motor,CFIHOS-40000660,upper limit output power,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003476,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003477,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003478,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003479,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003480,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003481,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003482,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003483,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003484,CFIHOS-30000034,displacer level transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003485,CFIHOS-30000035,distillation analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003486,CFIHOS-30000035,distillation analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003487,CFIHOS-30000035,distillation analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003488,CFIHOS-30000035,distillation analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003489,CFIHOS-30000035,distillation analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003490,CFIHOS-30000035,distillation analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003491,CFIHOS-30000035,distillation analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003492,CFIHOS-30000035,distillation analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003493,CFIHOS-30000330,distribution board,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003494,CFIHOS-30000330,distribution board,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003495,CFIHOS-30000330,distribution board,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003496,CFIHOS-30000330,distribution board,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003497,CFIHOS-30000330,distribution board,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003498,CFIHOS-30000330,distribution board,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003499,CFIHOS-30000822,double block and bleed valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003500,CFIHOS-30000822,double block and bleed valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003501,CFIHOS-30000822,double block and bleed valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003502,CFIHOS-30000822,double block and bleed valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003503,CFIHOS-30000294,down hole safety valve,CFIHOS-40000588,seat design type,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003504,CFIHOS-30000294,down hole safety valve,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003505,CFIHOS-30000294,down hole safety valve,CFIHOS-40000589,stem sealing type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003506,CFIHOS-30000331,earth busbar,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,
CFIHOS-95003507,CFIHOS-30000508,earthing resistor,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,
CFIHOS-95003508,CFIHOS-30000824,eccentric rotating disc control valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003509,CFIHOS-30000824,eccentric rotating disc control valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003510,CFIHOS-30000824,eccentric rotating disc control valve,CFIHOS-40000588,seat design type,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003511,CFIHOS-30000824,eccentric rotating disc control valve,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003512,CFIHOS-30000824,eccentric rotating disc control valve,CFIHOS-40000589,stem sealing type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003513,CFIHOS-30000824,eccentric rotating disc control valve,CFIHOS-40000596,trim type,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
