property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,
CFIHOS-42000368,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000114,S620-FLD-414,Identification of the conductors of main and auxiliary circuits,CFIHOS-44001096,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000975,supplementary conductor marking by colour,,,,,,,,
CFIHOS-42000370,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000116,S620-FLD-416,Isolating switching devices (disconnectors),CFIHOS-44001097,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001295,switch mechanical endurance class,,,,,,,,
CFIHOS-42000257,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000003,S560-FLD-406,Electrical system,CFIHOS-44001098,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000931,system configuration of phases and wires,,,,,,,,
CFIHOS-42000285,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000022,S560-FLD-820,Auxiliary components,CFIHOS-44001099,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000970,test blocks requirement for air circuit breaker protection relay injection testing,,,,,,,,
CFIHOS-42000287,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000029,S560-FLD-824,Condition monitoring,CFIHOS-44001100,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000994,thermal condition monitoring,,,,,,,,
CFIHOS-42000375,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000121,S620-FLD-423,Transducer outputs,CFIHOS-44001101,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001302,transducer output signal,,,,,,,,
CFIHOS-42000258,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000004,S560-FLD-412,Voltage ratings,CFIHOS-44001102,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000932,transient overvoltages,,,,,,,,
CFIHOS-42000383,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000130,S620-FLD-433,"Transport, storage, installation, operation and maintenance",CFIHOS-44001103,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001311,transport and storage environmental conditions,,,,,,,,
CFIHOS-42000271,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000016,S560-FLD-434,Withdrawable parts (IEC 61439-2),CFIHOS-44001104,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000958,type of electrical connections for outgoing functional units,,,,,,,,
CFIHOS-42000269,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000015,S560-FLD-429,Protection against electric shock,CFIHOS-44001105,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000952,type of protection against electric shock - basic protection,,,,,,,,
CFIHOS-42000269,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000015,S560-FLD-429,Protection against electric shock,CFIHOS-44001106,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000953,type of protection against electric shock - fault protection,,,,,,,,
CFIHOS-42000263,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000011,S560-FLD-420,Normal service conditions,CFIHOS-44001107,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000454,upper limit ambient operating temperature,,,,,,,,
CFIHOS-42000263,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000011,S560-FLD-420,Normal service conditions,CFIHOS-44001108,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000737,upper limit daily average ambient air temperature,,,,,,,,
CFIHOS-42000264,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000012,S560-FLD-421,Special service conditions,CFIHOS-44001109,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000949,upper limit pitching of vessel in dynamic conditions,,,,,,,,
CFIHOS-42000384,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000084,S620-FLD-585,Location environment,CFIHOS-44001110,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000949,upper limit pitching of vessel in dynamic conditions,,,,,,,,
CFIHOS-42000263,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000011,S560-FLD-420,Normal service conditions,CFIHOS-44001111,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000738,upper limit relative humidity,,,,,,,,
CFIHOS-42000264,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000012,S560-FLD-421,Special service conditions,CFIHOS-44001112,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000948,upper limit rolling of vessel in dynamic conditions,,,,,,,,
CFIHOS-42000384,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000084,S620-FLD-585,Location environment,CFIHOS-44001113,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000948,upper limit rolling of vessel in dynamic conditions,,,,,,,,
CFIHOS-42000357,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000102,S620-FLD-399,Voltage detecting and indicating systems,CFIHOS-44001114,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001284,voltage detecting or indicating system provision,,,,,,,,
CFIHOS-42000270,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000023,S560-FLD-430,Internal electrical circuits and connections,CFIHOS-44001115,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000974,wiring insulation type,,,,,,,,
CFIHOS-42000363,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000108,S620-FLD-406,Fire hazard (flammability),CFIHOS-44001116,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000974,wiring insulation type,,,,,,,,
CFIHOS-42000261,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000008,S560-FLD-417,Information relating to assembly,,,,,,,,,,,,,
CFIHOS-42000282,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000001,S560-FLD-805,Identifier,,,,,,,,,,,,,
CFIHOS-42000307,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000051,S615-FLD-1121,Painting,,,,,,,,,,,,,
CFIHOS-42000308,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000052,S615-FLD-1124,Spare parts,,,,,,,,,,,,,
CFIHOS-42000309,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000053,S615-FLD-1125,Shipment,,,,,,,,,,,,,
CFIHOS-42000310,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000054,S615-FLD-1127,Spare rotor,,,,,,,,,,,,,
CFIHOS-42000315,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000059,S615-FLD-1133,Cooling,,,,,,,,,,,,,
CFIHOS-42000318,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000062,S615-FLD-1137,Rotor,,,,,,,,,,,,,
CFIHOS-42000321,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000065,S615-FLD-1142,Lube systems,,,,,,,,,,,,,
CFIHOS-42000328,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000072,S615-FLD-1152,Vertical pump lineshaft bearings,,,,,,,,,,,,,
CFIHOS-42000329,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000073,S615-FLD-1153,Vertical pump lineshaft,,,,,,,,,,,,,
CFIHOS-42000330,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000074,S615-FLD-1154,Identifier,,,,,,,,,,,,,
CFIHOS-42000332,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000076,S615-FLD-1156,Electrical area classification,,,,,,,,,,,,,
CFIHOS-42000333,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000077,S615-FLD-538,General,,,,,,,,,,,,,
CFIHOS-42000335,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000079,S615-FLD-547,Instrument air,,,,,,,,,,,,,
CFIHOS-42000338,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000082,S615-FLD-578,Heating,,,,,,,,,,,,,
CFIHOS-42000339,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000083,S615-FLD-582,Testing,,,,,,,,,,,,,
CFIHOS-42000340,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000085,S620-FLD-379,Ratings,,,,,,,,,,,,,
CFIHOS-42000355,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000100,S620-FLD-397,Earthing of switchgear and controlgear,,,,,,,,,,,,,
CFIHOS-42000358,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000103,S620-FLD-400,Auxiliary and control equipment,,,,,,,,,,,,,
CFIHOS-42000367,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000113,S620-FLD-413,Labelling and identification,,,,,,,,,,,,,
CFIHOS-42000376,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000123,S620-FLD-425,Cable terminations,,,,,,,,,,,,,
CFIHOS-42000382,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000129,S620-FLD-432,"Information to be given with enquiries, tenders and orders",,,,,,,,,,,,,
CFIHOS-42000439,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000183,S704-FLD-326,Special testing as per S-704 Table 16C,,,,,,,,,,,,,
CFIHOS-42000466,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000210,S704-FLD-359,Special testing as per S-704 Table 16C,,,,,,,,,,,,,
CFIHOS-42000486,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000250,S733-FLD-167,Testing and inspection,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
