tag class CFIHOS unique code,tag class name,property CFIHOS unique code,property name,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001293,partition class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000741,permissible arc duration,CFIHOS-60001481,second,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000945,pollution degree of macro-environment,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000968,portable insulation fault locator requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000969,power switchgear and controlgear assembly physical configuration,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000999,process control interface communication protocol,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000998,process control interface media,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001000,process control interface network redundancy,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001303,protection relay type,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001290,provision of controlled pressure systems,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000992,provision of equipped spare functional outgoing units,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001300,provision of metal oxide surge arresters,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000993,provision of space for future outgoing functional units,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000521,rated current,CFIHOS-60001427,ampere,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000858,rated duration of short circuit,CFIHOS-60001481,second,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000522,rated frequency,CFIHOS-60001443,hertz,CFIHOS-60001443,hertz
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000855,rated lightning impulse withstand voltage (Up) kV peak,CFIHOS-60001456,kilovolt,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000857,rated peak phase to earth withstand current,CFIHOS-60001448,kiloampere,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000733,rated peak withstand current,CFIHOS-60001448,kiloampere,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000331,rated short circuit current,CFIHOS-60001448,kiloampere,CFIHOS-60001448,kiloampere
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000854,rated short-duration power-frequency withstand voltage (Ud),CFIHOS-60001456,kilovolt,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000856,rated short-time phase to earth withstand current,CFIHOS-60001448,kiloampere,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000734,rated short-time withstand current,CFIHOS-60001448,kiloampere,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000735,rated short-time withstand current time duration,CFIHOS-60001481,second,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000956,"safety shutters, disconnectors and switches locking facility",,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001011,security certification for industrial automation and control system components,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000946,seismic activity zone,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000736,short-circuit current in neutral conductor and in protective circuit,CFIHOS-60000001,percent,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000984,single core cable entry method,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001271,site pollution severity class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000990,space heater control method,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000991,space heater monitoring method,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000989,space heater requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000950,storage and handling environmental conditions,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000975,supplementary conductor marking by colour,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001295,switch mechanical endurance class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000931,system configuration of phases and wires,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000970,test blocks requirement for air circuit breaker protection relay injection testing,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000994,thermal condition monitoring,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001302,transducer output signal,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000932,transient overvoltages,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001311,transport and storage environmental conditions,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000958,type of electrical connections for outgoing functional units,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000952,type of protection against electric shock - basic protection,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000953,type of protection against electric shock - fault protection,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000454,upper limit ambient operating temperature,CFIHOS-60001435,degree celsius,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000737,upper limit daily average ambient air temperature,CFIHOS-60001435,degree celsius,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000949,upper limit pitching of vessel in dynamic conditions,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000738,upper limit relative humidity,CFIHOS-60000001,percent,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000948,upper limit rolling of vessel in dynamic conditions,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001284,voltage detecting or indicating system provision,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000974,wiring insulation type,,,,
CFIHOS-30000255,swivel joint,CFIHOS-40000487,design specification,,,,
CFIHOS-30000255,swivel joint,CFIHOS-40000503,lower limit design temperature,,,,
CFIHOS-30000255,swivel joint,CFIHOS-40000509,nominal diameter,,,,
CFIHOS-30000255,swivel joint,CFIHOS-40000535,upper limit design pressure,,,,
CFIHOS-30000255,swivel joint,CFIHOS-40000536,upper limit design temperature,,,,
CFIHOS-30000925,system panel,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000925,system panel,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000925,system panel,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000925,system panel,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000593,tank,CFIHOS-40000625,atmospheric,,,,
CFIHOS-30000593,tank,CFIHOS-40000487,design specification,,,,
CFIHOS-30000593,tank,CFIHOS-40000493,diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000593,tank,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000593,tank,CFIHOS-40000496,height,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000593,tank,CFIHOS-40000556,lower limit operating pressure,,,,
CFIHOS-30000593,tank,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000593,tank,CFIHOS-40000248,nominal tank capacity,CFIHOS-60001462,cubic metre,CFIHOS-60001439,cubic foot
CFIHOS-30000593,tank,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000593,tank,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000593,tank,CFIHOS-40000409,tank roof type,,,,
CFIHOS-30000593,tank,CFIHOS-40000626,tank shape,,,,
CFIHOS-30000593,tank,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000593,tank,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000593,tank,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000371,telephone,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000371,telephone,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000371,telephone,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000371,telephone,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000372,temperature detector,CFIHOS-40000582,set point high,,,,
CFIHOS-30000674,temperature element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000674,temperature element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000674,temperature element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000674,temperature element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000674,temperature element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000473,temperature gauge,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000487,design specification,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000580,failure action,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000474,temperature regulator,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000474,temperature regulator,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000474,temperature regulator,CFIHOS-40000488,piping class,,,,
CFIHOS-30000474,temperature regulator,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000475,temperature switch,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000476,temperature transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000659,termination panel,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000477,thermal conductivity analyser,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000259,thermal flow element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000260,thermal flow transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000478,thermocouple,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000373,thermostatic switch,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000480,timer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000480,timer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000480,timer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000480,timer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000928,top drive drilling system,CFIHOS-40000293,normal volume flow rate,,,,
CFIHOS-30000362,transformer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000362,transformer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000362,transformer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000362,transformer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000362,transformer,CFIHOS-40000525,rated primary winding voltage,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000362,transformer,CFIHOS-40000526,rated secondary winding voltage,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000362,transformer,CFIHOS-40000177,thermal insulation class,,,,
CFIHOS-30000481,transponder,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000481,transponder,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000481,transponder,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000481,transponder,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000375,trip amplifier,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000375,trip amplifier,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000375,trip amplifier,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000375,trip amplifier,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000604,trolley,CFIHOS-40000487,design specification,,,,
CFIHOS-30000604,trolley,CFIHOS-40000503,lower limit design temperature,,,,
CFIHOS-30000604,trolley,CFIHOS-40000536,upper limit design temperature,,,,
CFIHOS-30000685,turbine,CFIHOS-40000487,design specification,,,,
CFIHOS-30000685,turbine,CFIHOS-40000075,direction of rotation,,,,
CFIHOS-30000685,turbine,CFIHOS-40000085,driven unit normal operating shaft power,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000685,turbine,CFIHOS-40000086,driven unit normal speed,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000685,turbine,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000685,turbine,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000685,turbine,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000685,turbine,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000685,turbine,CFIHOS-40000135,fuel type,,,,
